,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
1597,Brett Smith,2012,205,330,62.1,"2,832",8.6,82,27,6,26,157.6
1598,Graham Wilbert,2012,261,405,64.4,"2,814",6.9,75,18,6,26,134.5
1599,Cody Fajardo,2012,246,367,67.0,"2,786",7.6,55,20,9,15,143.9
1600,Ryan Griffin,2012,245,394,62.2,"2,771",7.0,79,20,11,21,132.4
1601,Andrew Manley,2012,207,384,53.9,"2,764",7.2,84,18,11,39,124.1
1602,Cameron Coffman,2012,247,407,60.7,"2,734",6.7,79,15,11,13,123.9
1603,Joe Southwick,2012,248,371,66.8,"2,730",7.4,53,19,7,7,141.8
1604,Keith Price,2012,263,432,60.9,"2,728",6.3,47,19,13,37,122.4
1605,T.O. Owens,2012,216,351,61.5,"2,699",7.7,66,14,8,18,134.7
1606,David Ash,2012,214,318,67.3,"2,699",8.5,75,19,8,10,153.3
1607,Gary Nova,2012,221,388,57.0,"2,695",6.9,85,22,16,11,125.8
1608,Marcus Mariota,2012,230,336,68.5,"2,677",8.0,55,32,6,17,163.2
1609,Chandler Whitmer,2012,208,361,57.6,"2,659",7.4,74,9,16,33,118.9
1610,Austin Brown,2012,205,355,57.7,"2,648",7.5,75,15,12,36,127.6
1611,Collin Klein,2012,197,304,64.8,"2,641",8.7,62,16,9,14,149.2
1612,Derek Thompson,2012,214,372,57.5,"2,629",7.1,80,14,14,6,121.8
1613,Zach Mettenberger,2012,207,352,58.8,"2,609",7.4,56,12,7,32,128.3
1614,Andrew Maxwell,2012,234,446,52.5,"2,606",5.8,48,13,9,21,107.1
1615,Cody Green,2012,228,419,54.4,"2,592",6.2,74,17,11,8,114.5
1616,Matt Schilz,2012,228,413,55.2,"2,585",6.3,81,14,12,13,113.2
1617,Logan Kilgore,2012,212,335,63.3,"2,571",7.7,75,16,6,7,139.9
1618,Nick Sherry,2012,226,426,53.1,"2,544",6.0,75,16,17,22,107.6
1619,Jordan Rodgers,2012,191,319,59.9,"2,539",8.0,78,15,5,23,139.1
1620,Kawaun Jakes,2012,200,312,64.1,"2,488",8.0,70,22,11,23,147.3
1621,Sean Mannion,2012,200,309,64.7,"2,446",7.9,75,15,13,12,138.8
1622,Everett Golson,2012,187,318,58.8,"2,405",7.6,50,12,6,15,131.0
1623,Tanner Price,2012,228,410,55.6,"2,300",5.6,73,12,7,25,109.0
1624,James Vandenberg,2012,223,389,57.3,"2,249",5.8,51,7,8,22,107.7
1625,Zach Maynard,2012,180,296,60.8,"2,214",7.5,69,12,10,39,130.3
1626,Taylor McHargue,2012,194,325,59.7,"2,209",6.8,50,12,5,26,125.9
1627,Ross Metheny,2012,189,345,54.8,"2,148",6.2,75,12,12,25,111.6
1628,Shaun Rutherford,2012,193,299,64.5,"2,137",7.1,98,15,5,28,137.8
1629,Jake Medlock,2012,152,263,57.8,"2,127",8.1,67,13,2,24,140.5
1630,Jeff Tuel,2012,211,332,63.6,"2,087",6.3,61,8,8,35,119.5
1631,Eric Soza,2012,166,282,58.9,"2,085",7.4,82,20,3,3,142.3
1632,B.J. Daniels,2012,164,289,56.7,"2,078",7.2,58,14,10,13,126.2
1633,Trevone Boykin,2012,167,292,57.2,"2,054",7.0,94,15,10,24,126.4
1634,Braxton Miller,2012,148,254,58.3,"2,039",8.0,72,15,6,28,140.5
1635,Spencer Keith,2012,183,333,55.0,"2,021",6.1,60,12,10,17,111.8
1636,Riley Nelson,2012,181,308,58.8,"2,011",6.5,53,13,13,21,119.1
1637,Connor Shaw,2012,154,228,67.5,"1,956",8.6,62,17,7,25,158.1
1638,Michael Rocco,2012,161,266,60.5,"1,917",7.2,73,13,10,10,129.7
1639,Jacob Karam,2012,176,274,64.2,"1,895",6.9,63,14,3,23,137.0
1640,Sean Schroeder,2012,176,345,51.0,"1,889",5.5,51,11,12,35,100.6
1641,Connor Halliday,2012,152,291,52.2,"1,878",6.5,81,15,13,22,114.5
1642,Mike Wegzyn,2012,182,346,52.6,"1,825",5.3,56,6,10,27,96.9
1643,Tyler Van Tubbergen,2012,159,261,60.9,"1,825",7.0,81,15,11,10,130.2
1644,Robert Marve,2012,166,253,65.6,"1,734",6.9,73,15,5,15,138.8
1645,Munchie Legaux,2012,120,230,52.2,"1,716",7.5,78,13,9,7,125.7
1646,Nick Lamaison,2012,126,252,50.0,"1,686",6.7,65,12,9,21,114.8
1647,Alex Carder,2012,145,248,58.5,"1,652",6.7,43,13,10,10,123.7
1648,Jeff Driskel,2012,156,245,63.7,"1,646",6.7,75,12,5,36,132.2
1649,Josh Nunes,2012,124,235,52.8,"1,643",7.0,70,10,7,8,119.6
1650,Dominique Blackman,2012,167,265,63.0,"1,605",6.1,38,9,13,12,115.3
1651,Steele Jantz,2012,167,269,62.1,"1,603",6.0,43,13,12,15,119.2
1652,Clint Chelf,2012,119,197,60.4,"1,588",8.1,75,15,6,7,147.2
1653,J.W. Walsh,2012,109,163,66.9,"1,564",9.6,74,13,3,4,170.1
1654,James Franklin,2012,139,234,59.4,"1,562",6.7,80,10,7,20,123.6
1655,Tyler Benz,2012,114,212,53.8,"1,506",7.1,44,14,8,18,127.7
1656,Cody Vaz,2012,109,185,58.9,"1,480",8.0,59,11,3,22,142.5
1657,Jordan Webb,2012,144,265,54.3,"1,434",5.4,70,8,8,38,103.7
1658,Nathan Scheelhaase,2012,149,246,60.6,"1,361",5.5,64,4,8,22,105.9
1659,Ryan Katz,2012,99,163,60.7,"1,348",8.3,57,13,4,23,151.6
1660,Perry Hills,2012,97,169,57.4,"1,336",7.9,63,8,7,25,131.1
1661,Denard Robinson,2012,89,167,53.3,"1,319",7.9,71,9,9,4,126.6
1662,Dayne Crist,2012,103,216,47.7,"1,313",6.1,43,4,9,16,96.5
1663,Trevor Siemian,2012,128,218,58.7,"1,312",6.0,42,6,3,5,115.6
1664,Travis Wilson,2012,128,204,62.7,"1,311",6.4,42,7,6,14,122.2
1665,Brendon Kay,2012,87,138,63.0,"1,298",9.4,83,10,2,10,163.1
1666,Phillip Sims,2012,114,203,56.2,"1,263",6.2,56,9,4,15,119.1
1667,Alex Zordich,2012,106,208,51.0,"1,254",6.0,50,9,7,11,109.2
1668,Tevin Washington,2012,75,133,56.4,"1,222",9.2,70,8,4,9,147.4
1669,Devin Gardner,2012,75,126,59.5,"1,219",9.7,75,11,5,11,161.7
1670,Caleb TerBush,2012,108,189,57.1,"1,150",6.1,83,12,8,10,120.7
1671,Connor Dietz,2012,68,111,61.3,"1,131",10.2,58,8,3,7,165.2
1672,Wes Lunt,2012,81,131,61.8,"1,108",8.5,54,6,7,1,137.3
1673,Joel Stave,2012,70,119,58.8,"1,104",9.3,62,6,3,10,148.3
1674,Kevin Hogan,2012,109,152,71.7,"1,096",7.2,43,9,3,11,147.9
1675,Corbin Berkstresser,2012,88,177,49.7,"1,059",6.0,85,5,7,9,101.4
1676,Joe Licata,2012,86,163,52.8,"1,045",6.4,44,7,3,16,117.1
1677,Jonathan Perry,2012,74,122,60.7,"1,033",8.5,76,6,1,6,146.4
1678,Dylan Thompson,2012,66,127,52.0,"1,027",8.1,94,10,2,13,142.7
1679,Conner Smith,2012,80,126,63.5,"1,022",8.1,75,6,6,5,137.8
1680,Maxwell Smith,2012,103,150,68.7,975,6.5,56,8,4,5,135.5
1681,Crawford Jones,2012,76,131,58.0,972,7.4,61,11,6,7,138.9
1682,Casey Pachall,2012,64,97,66.0,948,9.8,68,10,1,3,180.0
1683,Chris Coyer,2012,84,164,51.2,946,5.8,62,8,4,15,110.9
1684,Garrett Grayson,2012,78,138,56.5,946,6.9,69,7,3,18,126.5
1685,Adam Dingwell,2012,83,144,57.6,939,6.5,52,8,7,12,121.0
1686,Keenan Reynolds,2012,61,108,56.5,898,8.3,68,9,2,14,150.1
1687,Philip Nelson,2012,75,152,49.3,873,5.7,63,8,8,7,104.4
1688,Kain Colter,2012,101,149,67.8,872,5.9,47,8,4,11,129.3
1689,Deon Anthony,2012,79,113,69.9,856,7.6,51,9,3,6,154.5
1690,Max Shortell,2012,65,116,56.0,853,7.4,53,6,5,9,126.2
1691,Jalen Whitlow,2012,87,161,54.0,801,5.0,61,3,2,16,99.5
1692,James Lark,2012,73,116,62.9,778,6.7,64,8,2,3,138.6
1693,Kiehl Frazier,2012,62,116,53.4,753,6.5,54,2,8,18,99.9
1694,Case McCoy,2012,54,76,71.1,722,9.5,70,6,3,6,169.0
1695,Jonathan Wallace,2012,46,80,57.5,720,9.0,51,4,4,7,139.6
1696,Cody Wells,2012,66,103,64.1,700,6.8,59,4,4,4,126.2
1697,Driphus Jackson,2012,39,69,56.5,672,9.7,88,6,0,7,167.0
1698,Trent Steelman,2012,43,90,47.8,667,7.4,53,1,2,8,109.3
1699,Anthony Alford,2012,57,127,44.9,664,5.2,56,2,4,15,87.7
1700,Jon Hays,2012,63,104,60.6,653,6.3,39,7,2,8,131.7
1701,Arsenio Favor,2012,37,67,55.2,650,9.7,81,3,3,6,142.5
1702,B.R. Holbrook,2012,62,112,55.4,647,5.8,55,2,1,9,108.0
1703,E.J. Hilliard,2012,65,94,69.1,645,6.9,58,4,3,13,134.5
1704,Logan Bushnell,2012,55,107,51.4,633,5.9,66,2,5,9,97.9
1705,Nate Sudfeld,2012,51,82,62.2,632,7.7,70,7,1,4,152.7
1706,Jared Barnett,2012,52,108,48.1,624,5.8,74,6,4,1,107.6
1707,Ryan Polite,2012,46,75,61.3,604,8.1,69,3,3,4,134.2
1708,Vad Lee,2012,27,56,48.2,596,10.6,82,4,3,5,150.5
1709,Nick Hirschman,2012,55,93,59.1,589,6.3,41,2,7,9,104.4
1710,CJ Bennett,2012,55,102,53.9,580,5.7,34,4,4,6,106.8
1711,Reilly O'Toole,2012,65,87,74.7,564,6.5,48,6,4,14,142.7
1712,M.J. McPeek,2012,47,85,55.3,552,6.5,58,4,5,7,113.6
1713,Alex Gillett,2012,45,96,46.9,548,5.7,41,5,7,4,97.4
1714,Sam B. Richardson,2012,46,79,58.2,541,6.8,69,8,1,3,146.6
1715,Curt Phillips,2012,46,81,56.8,540,6.7,57,5,2,9,128.2
1716,Austin Dantin,2012,54,88,61.4,539,6.1,55,5,3,8,124.7
1717,Blaine Gautier,2012,35,73,47.9,532,7.3,86,5,0,1,131.8
1718,Anthony Boone,2012,49,95,51.6,531,5.6,54,5,2,1,111.7
1719,Danny O'Brien,2012,52,86,60.5,523,6.1,53,3,1,8,120.7
1720,Carson Meger,2012,46,76,60.5,504,6.6,61,1,3,6,112.7
1721,Shawn Petty,2012,39,84,46.4,500,6.0,43,6,2,12,115.2
1722,MarQueis Gray,2012,34,59,57.6,472,8.0,40,5,2,5,146.0
1723,Matt Floyd,2012,57,110,51.8,466,4.2,32,0,5,8,78.3
1724,Michael Cummings,2012,43,94,45.7,456,4.9,51,3,4,10,88.5
1725,Thomas Rees,2012,34,59,57.6,436,7.4,38,2,2,2,124.1
1726,Rio Johnson,2012,46,72,63.9,435,6.0,32,2,4,0,112.7
1727,Taysom Hill,2012,42,71,59.2,425,6.0,28,4,2,6,122.4
1728,A.J. Doyle,2012,55,97,56.7,415,4.3,31,3,8,7,86.3
1729,Trey Miller,2012,35,59,59.3,399,6.8,41,2,3,9,117.1
1730,Blaire Sullivan,2012,21,43,48.8,390,9.1,51,2,1,3,135.7
1731,Max Wittek,2012,36,69,52.2,388,5.6,53,3,5,3,99.3
1732,Devin Combs,2012,25,39,64.1,384,9.8,71,4,1,3,175.5
1733,Michael Brewer,2012,34,48,70.8,375,7.8,36,4,0,2,164.0
1734,Clint Moseley,2012,38,60,63.3,373,6.2,42,1,3,11,111.1
1735,Clinton Granger,2012,31,55,56.4,370,6.7,45,2,2,5,117.6
1736,Tre Roberson,2012,33,50,66.0,368,7.4,71,2,1,0,137.0
1737,Kyle Pohl,2012,38,58,65.5,366,6.3,37,5,2,3,140.1
1738,Jeremy Higgins,2012,29,48,60.4,335,7.0,34,1,1,5,121.7
1739,D.J. Ponder,2012,35,83,42.2,333,4.0,71,2,5,3,71.8
1740,Taylor Davis,2012,38,70,54.3,330,4.7,34,3,4,3,96.6
1741,Michael Eubank,2012,34,54,63.0,330,6.1,37,4,3,6,127.6
1742,Chris Campbell,2012,27,55,49.1,322,5.9,31,3,2,3,109.0
1743,Jameill Showers,2012,27,44,61.4,319,7.3,80,2,1,1,132.7
1744,Caleb Herring,2012,24,41,58.5,301,7.3,33,2,0,4,136.3
1745,Kalen Henderson,2012,16,46,34.8,294,6.4,46,1,2,1,86.9
1746,Caleb Rowe,2012,25,44,56.8,290,6.6,66,2,3,1,113.5
1747,Allan Bridgford,2012,31,68,45.6,277,4.1,23,1,3,2,75.8
1748,Ricky Lloyd,2012,22,44,50.0,277,6.3,46,1,3,5,96.7
1749,Clint Trickett,2012,22,34,64.7,272,8.0,40,0,0,0,131.9
1750,Derek Carr,2013,453,659,68.7,"5,082",7.7,75,50,8,11,156.1
1751,Sean Mannion,2013,400,603,66.3,"4,662",7.7,55,37,15,25,146.5
1752,Connor Halliday,2013,449,714,62.9,"4,597",6.4,72,34,22,31,126.5
1753,Bryce Petty,2013,250,403,62.0,"4,200",10.4,93,32,3,17,174.3
1754,David Fales,2013,312,487,64.1,"4,189",8.6,83,33,13,19,153.3
1755,Keith Wenning,2013,319,498,64.1,"4,148",8.3,75,35,7,13,154.4
1756,Shane Carden,2013,387,549,70.5,"4,139",7.5,60,33,10,29,150.0
1757,Johnny Manziel,2013,300,429,69.9,"4,114",9.6,95,37,13,19,172.9
1758,Jameis Winston,2013,257,384,66.9,"4,057",10.6,94,40,10,27,184.8
1759,Taylor Heinicke,2013,340,486,70.0,"4,022",8.3,76,33,8,19,158.6
1760,Teddy Bridgewater,2013,303,427,71.0,"3,970",9.3,69,31,4,23,171.1
1761,Rakeem Cato,2013,298,499,59.7,"3,916",7.8,58,39,9,25,147.8
1762,Tajh Boyd,2013,283,413,68.5,"3,851",9.3,96,34,11,32,168.7
1763,Garrett Grayson,2013,297,478,62.1,"3,696",7.7,63,23,11,22,138.4
1764,Marcus Mariota,2013,245,386,63.5,"3,665",9.5,75,31,4,18,167.7
1765,Taylor Kelly,2013,302,484,62.4,"3,635",7.5,74,28,12,39,139.6
1766,Blake Bortles,2013,259,382,67.8,"3,581",9.4,91,25,9,21,163.4
1767,Garrett Gilbert,2013,335,504,66.5,"3,528",7.0,79,21,7,26,136.2
1768,Jared Goff,2013,320,531,60.3,"3,508",6.6,89,18,10,32,123.2
1769,Matt Quinn Johnson,2013,237,369,64.2,"3,467",9.4,92,25,7,39,161.7
1770,Brett Smith,2013,293,467,62.7,"3,375",7.2,93,29,11,25,139.2
1771,Bo Wallace,2013,283,437,64.8,"3,346",7.7,75,18,10,24,138.1
1772,Brendon Kay,2013,262,395,66.3,"3,302",8.4,66,22,12,15,148.8
1773,Nathan Scheelhaase,2013,287,430,66.7,"3,272",7.6,72,21,13,28,140.7
1774,Thomas Rees,2013,224,414,54.1,"3,257",7.9,82,27,13,8,135.4
1775,Corey Robinson,2013,285,421,67.7,"3,219",7.6,64,20,9,19,143.3
1776,John O'Korn,2013,259,446,58.1,"3,117",7.0,83,28,10,25,133.0
1777,Zach Mettenberger,2013,192,296,64.9,"3,082",10.4,63,22,8,21,171.4
1778,Aaron Murray,2013,225,347,64.8,"3,075",8.9,98,26,9,13,158.8
1779,Brett Hundley,2013,248,369,67.2,"3,071",8.3,76,24,9,35,153.7
1780,AJ McCarron,2013,226,336,67.3,"3,063",9.1,99,28,7,17,167.2
1781,Stephen Morris,2013,198,344,57.6,"3,028",8.8,84,21,12,15,144.7
1782,Quinn Kaehler,2013,232,389,59.6,"3,007",7.7,80,19,9,26,136.1
1783,Cody Kessler,2013,236,361,65.4,"2,968",8.2,80,20,7,30,148.8
1784,Keith Price,2013,233,352,66.2,"2,966",8.4,70,21,6,28,153.2
1785,Sean Schroeder,2013,233,376,62.0,"2,960",7.9,60,28,14,24,145.2
1786,Devin Gardner,2013,208,345,60.3,"2,960",8.6,84,21,11,34,146.1
1787,Tom Savage,2013,238,389,61.2,"2,958",7.6,69,21,9,43,138.2
1788,Christian Hackenberg,2013,231,392,58.9,"2,955",7.5,68,20,10,21,134.0
1789,Taysom Hill,2013,236,438,53.9,"2,938",6.7,60,19,14,37,118.2
1790,Logan Thomas,2013,227,402,56.5,"2,907",7.2,83,16,13,29,123.9
1791,Derek Thompson,2013,251,390,64.4,"2,896",7.4,85,16,13,11,133.6
1792,Jordan Lynch,2013,253,404,62.6,"2,892",7.2,66,24,8,11,138.4
1793,Brandon Doughty,2013,246,374,65.8,"2,857",7.6,60,14,14,19,134.8
1794,Tyler Tettleton,2013,230,371,62.0,"2,851",7.7,80,21,12,14,138.8
1795,Joe Licata,2013,233,402,58.0,"2,824",7.0,62,24,8,19,132.7
1796,Connor Cook,2013,223,380,58.7,"2,755",7.3,87,22,6,16,135.5
1797,Eric Soza,2013,236,377,62.6,"2,719",7.2,67,12,11,15,127.8
1798,Caleb Herring,2013,256,405,63.2,"2,718",6.7,63,24,5,24,136.7
1799,Davis Webb,2013,226,361,62.6,"2,718",7.5,51,20,9,7,139.1
1800,Cody Fajardo,2013,243,358,67.9,"2,668",7.5,61,13,3,21,140.8
1801,Kevin Hogan,2013,180,295,61.0,"2,630",8.9,78,20,10,14,151.5
1802,Ross Metheny,2013,201,324,62.0,"2,622",8.1,65,15,7,13,141.0
1803,Ronnie Bell,2013,188,375,50.1,"2,573",6.9,80,15,11,30,115.1
1804,Nate Sudfeld,2013,194,322,60.2,"2,523",7.8,77,21,9,16,142.0
1805,B.J. Denker,2013,233,381,61.2,"2,516",6.6,60,16,7,17,126.8
1806,Logan Kilgore,2013,216,355,60.8,"2,507",7.1,93,16,13,13,127.7
1807,Andrew McDonald,2013,233,350,66.6,"2,497",7.1,81,15,11,20,134.4
1808,Joel Stave,2013,208,336,61.9,"2,494",7.4,65,22,13,16,138.1
1809,Jake Waters,2013,159,260,61.2,"2,469",9.5,90,18,9,23,156.8
1810,Connor Shaw,2013,180,284,63.4,"2,447",8.6,76,24,1,20,162.9
1811,Kyle Pohl,2013,225,402,56.0,"2,438",6.1,77,14,10,24,113.4
1812,James Franklin,2013,198,319,62.1,"2,429",7.6,68,19,6,22,141.9
1813,Terrance Broadway,2013,166,266,62.4,"2,419",9.1,80,19,12,22,153.3
1814,Jake Rudock,2013,204,346,59.0,"2,383",6.9,85,18,13,14,126.5
1815,Adam Kennedy,2013,218,315,69.2,"2,363",7.5,80,11,6,28,139.9
1816,Cooper Rush,2013,177,312,56.7,"2,349",7.5,97,15,15,26,126.2
1817,Taylor McHargue,2013,169,324,52.2,"2,345",7.2,75,17,8,31,125.3
1818,Baker Mayfield,2013,218,340,64.1,"2,315",6.8,60,12,9,24,127.7
1819,Austyn Carta-Samuels,2013,193,281,68.7,"2,268",8.1,56,11,9,21,143.0
1820,Anthony Boone,2013,206,322,64.0,"2,260",7.0,75,13,13,10,128.2
1821,C.J. Brown,2013,166,282,58.9,"2,242",7.9,66,13,7,21,135.9
1822,Tanner Price,2013,206,378,54.5,"2,233",5.9,66,13,10,24,110.2
1823,T.O. Owens,2013,191,318,60.1,"2,230",7.0,80,18,9,6,132.0
1824,David Watford,2013,244,427,57.1,"2,202",5.2,54,8,15,19,99.6
1825,Kolton Browning,2013,200,352,56.8,"2,179",6.2,60,21,8,24,124.0
1826,Clint Chelf,2013,164,291,56.4,"2,169",7.5,56,17,8,9,132.8
1827,Gary Nova,2013,165,303,54.5,"2,159",7.1,69,18,14,25,124.7
1828,Trevor Siemian,2013,178,298,59.7,"2,149",7.2,67,11,9,19,126.4
1829,Braxton Miller,2013,162,255,63.5,"2,094",8.2,58,24,7,21,158.1
1830,P.J. Walker,2013,152,250,60.8,"2,084",8.3,75,20,8,23,150.8
1831,Paxton Lynch,2013,203,349,58.2,"2,056",5.9,47,9,10,25,110.4
1832,Chase Rettig,2013,162,263,61.6,"1,995",7.6,74,17,8,23,140.6
1833,Nick Marshall,2013,142,239,59.4,"1,976",8.3,88,14,6,18,143.2
1834,Colin Reardon,2013,186,316,58.9,"1,957",6.2,66,12,9,10,117.7
1835,Dak Prescott,2013,156,267,58.4,"1,940",7.3,65,10,7,8,126.6
1836,Case McCoy,2013,187,329,56.8,"1,933",5.9,65,11,13,10,109.3
1837,Jaquez Johnson,2013,149,256,58.2,"1,866",7.3,64,12,8,21,128.6
1838,Travis Wilson,2013,133,237,56.1,"1,827",7.7,80,16,16,16,129.7
1839,Grant Hedrick,2013,167,242,69.0,"1,825",7.5,85,16,5,15,150.0
1840,Sefo Liufau,2013,149,251,59.4,"1,779",7.1,75,12,8,10,128.3
1841,Nick Mullens,2013,136,276,49.3,"1,776",6.4,81,13,14,25,108.7
1842,Bryn Renner,2013,152,231,65.8,"1,765",7.6,59,10,5,16,139.9
1843,Nick Montana,2013,158,296,53.4,"1,717",5.8,49,14,10,23,111.0
1844,Ryan Higgins,2013,166,281,59.1,"1,715",6.1,74,6,13,25,108.1
1845,Marquise Williams,2013,126,217,58.1,"1,698",7.8,79,15,6,5,141.1
1846,Danny Etling,2013,149,267,55.8,"1,690",6.3,80,10,7,31,116.1
1847,Pete Thomas,2013,149,247,60.3,"1,667",6.7,80,4,9,22,115.1
1848,Joe Southwick,2013,151,208,72.6,"1,654",8.0,64,12,5,11,153.6
1849,Blake Bell,2013,140,233,60.1,"1,648",7.1,82,12,5,11,132.2
1850,Terrel Hunt,2013,167,273,61.2,"1,638",6.0,65,10,8,14,117.8
1851,Clint Trickett,2013,123,233,52.8,"1,605",6.9,76,7,7,16,114.6
1852,Zach Terrell,2013,133,251,53.0,"1,602",6.4,70,8,8,17,110.7
1853,Vad Lee,2013,82,180,45.6,"1,561",8.7,72,11,10,11,127.5
1854,Brandon Allen,2013,128,258,49.6,"1,552",6.0,52,13,10,7,109.0
1855,Tyler Benz,2013,129,217,59.4,"1,497",6.9,62,10,9,22,124.3
1856,Casey Pachall,2013,133,236,56.4,"1,468",6.2,51,6,10,8,108.5
1857,Darell Garretson,2013,126,209,60.3,"1,446",6.9,48,10,7,20,127.5
1858,Jake Heaps,2013,128,261,49.0,"1,414",5.4,77,8,10,23,97.0
1859,Sam B. Richardson,2013,121,219,55.3,"1,397",6.4,97,11,6,21,119.9
1860,Chuckie Keeton,2013,136,196,69.4,"1,388",7.1,42,18,2,9,157.1
1861,Jonathan Perry,2013,92,174,52.9,"1,379",7.9,58,10,6,12,131.5
1862,Cody Green,2013,117,211,55.5,"1,339",6.3,49,7,8,5,112.1
1863,J.W. Walsh,2013,113,190,59.5,"1,333",7.0,73,9,5,5,128.8
1864,Taylor Davis,2013,98,212,46.2,"1,324",6.2,73,8,7,17,104.5
1865,Philip Nelson,2013,94,186,50.5,"1,306",7.0,50,9,6,14,119.0
1866,Casey Cochran,2013,111,175,63.4,"1,293",7.4,46,11,4,4,141.7
1867,Maxwell Smith,2013,105,183,57.4,"1,276",7.0,88,9,1,18,131.1
1868,A.J. Doyle,2013,128,235,54.5,"1,274",5.4,55,6,11,12,99.1
1869,Jameill Showers,2013,107,188,56.9,"1,263",6.7,75,11,4,14,128.4
1870,Justin Worley,2013,109,196,55.6,"1,239",6.3,51,10,8,6,117.4
1871,Chad Chalich,2013,113,184,61.4,"1,224",6.7,64,5,3,30,123.0
1872,Tyler Murphy,2013,112,185,60.5,"1,216",6.6,83,6,5,22,121.1
1873,Brandon Connette,2013,90,145,62.1,"1,212",8.4,75,13,6,7,153.6
1874,Grant Rohach,2013,110,191,57.6,"1,208",6.3,62,8,7,16,117.2
1875,Austin Brown,2013,93,178,52.2,"1,199",6.7,62,9,3,14,122.1
1876,Trevone Boykin,2013,105,176,59.7,"1,198",6.8,75,7,7,14,122.0
1877,Allan Bridgford,2013,112,207,54.1,"1,133",5.5,65,6,11,11,99.0
1878,Tyler Jones,2013,100,160,62.5,"1,130",7.1,67,8,5,12,132.1
1879,Tre Roberson,2013,83,138,60.1,"1,128",8.2,68,15,4,1,158.9
1880,Paul Millard,2013,92,167,55.1,"1,119",6.7,72,6,6,8,116.0
1881,Connor Wood,2013,84,157,53.5,"1,103",7.0,82,8,7,10,120.4
1882,Mike White,2013,93,175,53.1,"1,083",6.2,73,3,9,11,100.5
1883,Maty Mauk,2013,68,133,51.1,"1,071",8.1,96,11,2,5,143.1
1884,Keenan Reynolds,2013,68,128,53.1,"1,057",8.3,63,8,2,15,140.0
1885,Austin Boucher,2013,89,184,48.4,"1,036",5.6,47,7,8,27,99.5
1886,Jalen Whitlow,2013,98,159,61.6,"1,033",6.5,53,5,5,17,120.3
1887,Brandon Mitchell,2013,86,151,57.0,"1,011",6.7,80,7,6,12,120.5
1888,Adam Schulz,2013,75,154,48.7,"1,008",6.5,64,6,5,7,110.0
1889,Caleb Rowe,2013,64,131,48.9,989,7.6,77,5,3,6,120.3
1890,Hutson Mason,2013,67,110,60.9,968,8.8,48,5,3,8,144.4
1891,Tommy Armstrong Jr.,2013,68,131,51.9,966,7.4,99,9,8,4,124.3
1892,Tyler Van Tubbergen,2013,82,183,44.8,930,5.1,75,4,10,5,83.8
1893,Jake Medlock,2013,75,159,47.2,922,5.8,48,4,6,24,96.6
1894,Ron Kellogg III,2013,80,134,59.7,919,6.9,49,6,3,7,127.6
1895,Dane Evans,2013,84,195,43.1,898,4.6,56,4,10,4,78.3
1896,Chandler Whitmer,2013,71,129,55.0,896,6.9,75,5,6,20,116.9
1897,Tyler Russell,2013,71,109,65.1,875,8.0,59,5,3,10,142.2
1898,Chas Dodd,2013,73,133,54.9,868,6.5,84,3,6,10,108.1
1899,Rob Henry,2013,81,152,53.3,832,5.5,50,4,6,8,100.1
1900,Trevor Knight,2013,79,134,59.0,819,6.1,49,9,5,4,125.0
1901,Dylan Thompson,2013,52,89,58.4,783,8.8,44,4,3,3,140.4
1902,E.J. Hilliard,2013,77,132,58.3,775,5.9,59,3,4,28,109.1
1903,Connor Reilly,2013,76,148,51.4,771,5.2,51,2,2,7,96.9
1904,David Ash,2013,53,87,60.9,760,8.7,74,7,2,4,156.3
1905,Kenny Guiton,2013,75,109,68.8,749,6.9,90,14,2,1,165.2
1906,Scotty Young,2013,87,165,52.7,733,4.4,40,4,2,5,95.6
1907,Joshua Dobbs,2013,72,121,59.5,695,5.7,43,2,6,7,103.3
1908,Devin Powell,2013,60,110,54.5,681,6.2,49,5,5,9,112.5
1909,Taylor Martinez,2013,69,110,62.7,667,6.1,42,10,2,6,140.0
1910,Drew Allen,2013,68,122,55.7,666,5.5,55,2,9,4,92.2
1911,Clayton Mitchem,2013,48,81,59.3,661,8.2,52,1,1,19,129.4
1912,Brayle Brown,2013,61,117,52.1,645,5.5,69,1,6,3,91.0
1913,Patton Robinette,2013,46,88,52.3,642,7.3,50,4,5,10,117.2
1914,Brogan Roback,2013,49,116,42.2,640,5.5,45,4,5,6,91.3
1915,Cole Gautsche,2013,35,78,44.9,639,8.2,50,7,4,3,133.0
1916,Tim Boyle,2013,59,133,44.4,621,4.7,36,0,8,18,71.6
1917,Mitch Leidner,2013,43,78,55.1,619,7.9,55,3,1,13,131.9
1918,Nate Romine,2013,44,81,54.3,603,7.4,71,5,1,6,134.8
1919,Mike Wegzyn,2013,49,101,48.5,603,6.0,47,3,7,4,94.6
1920,Angel Santiago,2013,46,93,49.5,592,6.4,75,2,2,11,105.7
1921,Kain Colter,2013,63,80,78.8,577,7.2,31,4,3,17,148.3
1922,Neal Burcham,2013,64,109,58.7,556,5.1,37,2,4,11,100.3
1923,Deon Anthony,2013,26,43,60.5,482,11.2,63,5,0,1,193.0
1924,Greg Hankerson,2013,46,94,48.9,479,5.1,58,3,3,5,95.9
1925,Jeff Driskel,2013,42,61,68.9,477,7.8,46,2,3,4,135.5
